[INFO ] [2020-12-31 12:01:46,053] Pre-condition - STEP 01: Open browser
[INFO ] [2020-12-31 12:04:11,153]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:04:11,153] Pre-TC_05_displayProduct - STEP 01: Select product display = 3
[INFO ] [2020-12-31 12:04:11,983] Pre-TC_05_displayProduct - STEP 02: Verify number of item
[INFO ] [2020-12-31 12:04:12,105]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:04:12,106] Pre-TC_05_displayProduct - STEP 03: Verify next icon displayed
[INFO ] [2020-12-31 12:04:12,179]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:04:12,179] Pre-TC_05_displayProduct - STEP 04: Click to next icon
[INFO ] [2020-12-31 12:04:13,642] Pre-TC_05_displayProduct - STEP 05: Verify previous displayed
[INFO ] [2020-12-31 12:04:13,726]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:04:13,727] Pre-TC_06_displayProduct - STEP 01: Select product display = 6
[INFO ] [2020-12-31 12:04:14,475] Pre-TC_06_displayProduct - STEP 02: Verify number of product displayed
[INFO ] [2020-12-31 12:04:14,601]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:04:14,601] Pre-TC_06_displayProduct - STEP 04: Verify next icon undisplayed
[INFO ] [2020-12-31 12:04:17,663]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:04:17,663] Pre-TC_07_displayProduct - STEP 01: Select product display = 9
[INFO ] [2020-12-31 12:04:19,276] Pre-TC_07_displayProduct - STEP 02: Verify product number displayed
[INFO ] [2020-12-31 12:04:19,466]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:04:19,466] Pre-TC_07_displayProduct - STEP 03: Verify next icon undisplayed
[INFO ] [2020-12-31 12:04:22,505]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:04:22,505] Post-condition - STEP 01: Close browser 
[INFO ] [2020-12-31 12:04:22,505] OS name = windows 10
[INFO ] [2020-12-31 12:04:23,756] ---------- QUIT BROWSER SUCCESS ----------
[INFO ] [2020-12-31 12:04:37,128]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:04:47,680]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:04:49,443]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:04:51,656]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:04:53,417]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:05:00,253]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:05:00,324]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:05:03,177]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:05:03,178] OS name = windows 10
[INFO ] [2020-12-31 12:05:04,460] ---------- QUIT BROWSER SUCCESS ----------
[INFO ] [2020-12-31 12:05:16,369]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:05:27,282]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:05:49,408]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:05:50,429]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:05:50,540]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:05:50,629]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:05:50,752]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:05:50,820]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:05:50,960]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:05:51,116]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:05:51,257]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:05:51,319]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:05:51,366]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:05:51,428]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:05:51,491]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:05:53,215]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:05:56,983]  -------------------------- VERIFY PASSED -------------------------- 
[INFO ] [2020-12-31 12:05:56,983] OS name = windows 10
[INFO ] [2020-12-31 12:05:58,303] ---------- QUIT BROWSER SUCCESS ----------
